headliner_name,event_date,event_venue,event_status,venue_address,artist_genre,ticket_link,n_listeners,artist_playcount,top_album,album_playcount
CRi,2023-12-08,It’ll Do,scheduled,"4322 Elm Street, Dallas Texas 75226",['indie'],http://itlldoclub.com/?utm_source=jambase,202928,1400620,Juvenile,162427.0
HOL!,2023-12-08,Stereo Live Dallas,scheduled,"2711 Storey Ln, Dallas Texas 75220",['edm'],https://www.stereolive.com/dallas/?utm_source=jambase,202928,1400620,COUNTRY RIDDIM,53739.0
Daniel Donato,2023-12-08,The Mohawk,scheduled,"912 Red River Rd., Austin Texas 78701","['country-music', 'jamband', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=565520&afflky=369NMM,202928,1400620,A Young Man's Country,43938.0
Jessica Audiffred,2023-12-08,9PM Music Venue,scheduled,"9371 Richmond Ave., Houston Texas 77063",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=556115&afflky=369NMM,202928,1400620,Never Be The Same (feat. Sara Benyo),15186.0
Joshua Ray Walker,2023-12-08,Sagebrush,scheduled,"5500 S Congress Ave, Austin Texas 78745","['americana', 'folk']",https://link.dice.fm/m8c4d2cd0a44,202928,1400620,Wish You Were Here,51920.0
Girl in a Coma,2023-12-08,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=563036&afflky=369NMM,202928,1400620,Both Before I'm Gone,237162.0
John Waters,2023-12-05,Paramount Theatre,scheduled,"713 Congress, Austin Texas 78701",[],https://www.austintheatre.org/about-us/paramount-theatre?utm_source=jambase,202928,1400620,A John Waters Christmas,2700.0
Suntitle,2023-12-05,Spider House Cafe & Ballroom,scheduled,"2908 East Fruth Street, Austin Texas 78705",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=574685&afflky=369NMM,202928,1400620,Pure Forever,11916.0
Stayin’ Alive – Bee Gee’s Tribute,2023-12-05,The Stafford Centre,scheduled,"10505 Cash Road, Stafford Texas 77477",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.etix.com%2Fticket%2Fp%2F57087121%2Fstayinaliveone-night-of-the-bee-gees-tour-stafford-official-box-office-for-stafford-centre,202928,1400620,,
Major League DJz,2023-12-02,RISE Rooftop,scheduled,"2600 Travis, Houston Texas 77006","['edm', 'pop']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=568668&afflky=369NMM,202928,1400620,Pianochella!,14441.0
That Mexican OT,2023-12-02,Azteca Music Hall,scheduled,"500 N FM 1912, Amarillo Texas 79107",[],https://www.tixr.com/groups/dinproductions/events/that-mexican-ot-amarillo--83921?utm_source=jambase&utm_campaign=jambase,202928,1400620,Lonestar Luchador,387599.0
Tritonal,2023-12-02,Stereo Live Dallas,scheduled,"2711 Storey Ln, Dallas Texas 75220","['edm', 'pop']",https://www.stereolive.com/dallas/?utm_source=jambase,202928,1400620,Painting With Dreams,534825.0
Suffocation,2023-12-02,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212",['metal'],https://www.tixr.com/groups/dinproductions/events/suffocation-ancient-unholy-uprising-tour-satx--80227?utm_source=jambase&utm_campaign=jambase,202928,1400620,Effigy of the Forgotten,1669111.0
Tommy Emmanuel,2023-12-02,Paramount Theatre,scheduled,"713 Congress, Austin Texas 78701","['bluegrass', 'folk', 'instrumental', 'jazz', 'rock']",https://bit.ly/3MKMrSx,202928,1400620,Endless Road,690880.0
Moon Taxi,2023-12-02,Granada Theater,scheduled,"3524 Greenville Ave, Dallas Texas 75206","['folk', 'indie', 'indie-rock', 'pop', 'rock']",https://www.granadatheater.com/?utm_source=jambase,202928,1400620,Mountains Beaches Cities,517598.0
Alexandra Kay,2023-12-02,Scoot Inn,scheduled,"1308 E 4th St, Austin Texas 78702",['country-music'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Falexandra-kay-all-ive-ever-known-austin-texas-12-02-2023%2Fevent%2F3A005F2891A3189F,202928,1400620,All I've Ever Known,12776.0
Stoney LaRue,2023-12-02,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164","['country-music', 'rock']",https://billybobstexas.com/?utm_source=jambase,202928,1400620,The Red Dirt Album,140256.0
G Jones,2023-12-02,The Concourse Project,scheduled,"8509 Burleson Road, Austin Texas 78719",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=560479&afflky=369NMM,202928,1400620,The Ineffable Truth,513671.0
The Motet,2023-12-02,The Mohawk,scheduled,"912 Red River Rd., Austin Texas 78701","['funk', 'jamband', 'rhythm-and-blues-soul']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=560112&afflky=369NMM,202928,1400620,Dig Deep,86019.0
Jeff Rosenstock,2023-12-02,Ferris Wheelers Backyard,scheduled,"1950 Market Center Blvd, Dallas Texas 75207","['folk', 'indie', 'indie-rock', 'pop', 'punk', 'rock']",https://www.wedothisandthat.com/ferrisevents?utm_source=jambase,202928,1400620,WORRY.,6224503.0
Old 97’s,2023-12-02,Emo’s Austin,scheduled,"2015 E Riverside Dr, Austin Texas 78741","['americana', 'country-music', 'folk', 'indie', 'pop', 'rock']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fold-97s-holiday-hoopla-austin-texas-12-02-2023%2Fevent%2F3A005F3AF03E5118,202928,1400620,Too Far to Care,514.0
Wyatt Flores,2023-12-02,The Studio at The Factory,scheduled,"2727 Canton Street, Dallas Texas 75226",['country-music'],https://www.axs.com/events/497125/wyatt-flores-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Please Don't Go,231385.0
Lee Roy Parnell,2023-12-02,Rockbox Theater,scheduled,"109 North Llano Street, Fredricksburg Texas 78624",['country-music'],http://www.rockboxtheater.com/?utm_source=jambase,202928,1400620,Love Without Mercy,25751.0
American Aquarium,2023-12-02,Cactus Theater,scheduled,"1812 Buddy Holly Ave, Lubbock Texas 79401","['americana', 'country-music', 'folk', 'rock']",https://www.eventbrite.com/e/american-aquarium-2023-tour-live-at-cactus-theater-tickets-699416733277,202928,1400620,Lamentations,158771.0
Koffin Kats,2023-12-02,House of Rock,scheduled,"511 Starr St, Corpus Christi Texas 78401",['punk'],http://www.texashouseofrock.com?utm_source=jambase,202928,1400620,Inhumane,458091.0
Eli Brown,2023-12-02,Stereo Live,scheduled,"6400 Richmond Avenue, Houston Texas 77057",['edm'],https://www.eventbrite.com/e/eli-brown-north-american-tour-2023-stereo-live-houston-tickets-704963523877,202928,1400620,Be The One,211180.0
Bonnie X Clyde,2023-12-02,Live Arena,scheduled,"1650 E. Randol Mill Road, Arlington Texas 76011","['edm', 'pop']",https://www.axs.com/events/507076/the-drop-bonnie-x-clyde-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Tears In Paradise,101332.0
The Browning,2023-12-02,Come and Take It Live,scheduled,"2015 E. Riverside Dr., Austin Texas 78741",[],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/87453313/atxmp-showcase-2023-featuring-the-browningleft-to-suffer-and-more-austin-come-and-take-it-live,202928,1400620,Burn This World,1016055.0
Asleep at the Wheel,2023-12-02,Arlington Music Hall,scheduled,"224 N Center St, Arlington Texas 76011",['country-music'],https://arlingtonmusichall.net/?utm_source=jambase,202928,1400620,The Very Best Of Asleep At The Wheel,79611.0
Cathedral Bells,2023-12-02,Club DaDa,scheduled,"2720 Elm Street, Dallas  Texas 75223",['indie'],https://www.dadadallas.com/?utm_source=jambase,202928,1400620,Ether,593353.0
Anything Box,2023-12-02,Etro Night Club,scheduled,"114 Main St, Houston Texas 77002",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=570597&afflky=369NMM,202928,1400620,Peace,149939.0
Cloverdale,2023-12-02,Summit Rooftop Lounge,scheduled,"120 W 5th St, Austin Texas 78701",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=572060&afflky=369NMM,202928,1400620,Best of IN / ROTATION: 2021 (Mixed by Cloverdale),14731.0
Jonathan Tyler,2023-12-02,The Redbird Listening Room,scheduled,"1260 S Business, I-35, New Braunfels Texas 78130","['blues', 'rock']",https://www.redbirdlisteningroom.com/?utm_source=jambase,202928,1400620,Pardon Me,57081.0
Wild the Coyote,2023-12-02,Cheap Steaks,scheduled,"2613 Elm Street, Dallas Texas 75226",[],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/79549555/wild-the-coyote-x-devora-dallas-cheapsteaks,202928,1400620,Reaper,2603.0
Bri Bagwell,2023-12-02,John T. Floore Country Store,scheduled,"14492 Old Bandera Road, Helotes Texas 78023",['country-music'],http://www.liveatfloores.com/?utm_source=jambase,202928,1400620,In My Defense,12829.0
Josey Scott,2023-12-02,The Wildcatter Saloon,scheduled,"26913 Katy Fwy, Katy Texas 77494",[],http://www.wildcattersaloon.com?utm_source=jambase,202928,1400620,Hero (CD Single),599.0
Clay Melton,2023-12-02,Last Concert Cafe,scheduled,"1403 Nance St, Houston Texas 77002",['indie'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=573681&afflky=369NMM,202928,1400620,Back to Blue,238.0
Houndmouth,2023-12-02,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701","['americana', 'folk', 'indie', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fhoundmouth-austin-texas-12-02-2023%2Fevent%2F3A005EF1A1F71ADC,202928,1400620,Little Neon Limelight,2761475.0
Eli Young Band,2023-12-02,The Post OG,scheduled,"2024 Fm 624, Orange Grove Texas 78372","['country-music', 'pop', 'rock']",https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/5740042/eli-young-band-orange-grove-the-post-og?utm_source=jambase&utm_campaign=jambase,202928,1400620,Life At Best,1225482.0
Sofar Sounds Dallas / Fort Worth Secret Concert,2023-12-02,Sofar Sounds Deep Ellum,scheduled,", Dallas Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/52339,202928,1400620,,
Brett Young,2023-12-02,Cowboys Dancehall,scheduled,"3030 NE Loop 410, San Antonio Texas 78218",['country-music'],https://prf.hn/click/camref:1011l9QnS/destination:https://www.stubhub.com/brett-young-san-antonio-tickets-12-2-2023/event/152251464/,202928,1400620,Brett Young,1166485.0
Frozen Soul,2023-12-01,The Rock Box,scheduled,"1223 E Houston St, San Antonio Texas 78205",['metal'],http://www.therockboxsa.com/?utm_source=jambase,202928,1400620,Crypt of Ice,323749.0
Dylan Wheeler,2023-12-01,Twisted J Live,scheduled,"2281 US-377, Stephenville Texas 76401",['country-music'],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/75220160/dylan-wheeler-stephenville-twisted-j-live,202928,1400620,Broke Ass Kid,39195.0
Charly Jordan,2023-12-01,Komodo Lounge,scheduled,"2550 Pacific Avenue, Dallas Texas 75226",[],https://www.tixr.com/groups/komododallas/events/charly-jordan-84478?utm_source=jambase&utm_campaign=jambase,202928,1400620,Blackstrap Molasses,8834.0
Jonathan Tyler,2023-12-01,Sundown at Granada,scheduled,"3520 Greenville Ave., Dallas Texas 75206","['blues', 'rock']",https://sundownatgranada.com/?utm_source=jambase,202928,1400620,Pardon Me,57081.0
ChaseWest,2023-12-01,The Cut,scheduled,"715 Red River St, Austin Texas 78701",[],https://link.dice.fm/G8145d021351,202928,1400620,Habanera (Edit),3728.0
Mason Lively,2023-12-01,Fort Brewery and Pizza,scheduled,"2737 Tillar Street, Fort Worth Texas 76107",['country-music'],No Ticket Link,202928,1400620,Mason Lively,6704.0
Ryan Hamilton,2023-12-01,Paramount Theatre,scheduled,"713 Congress, Austin Texas 78701",[],https://www.austintheatre.org/about-us/paramount-theatre?utm_source=jambase,202928,1400620,Hell Of A Day,4815.0
Fugitive,2023-12-01,The Mohawk,scheduled,"912 Red River Rd., Austin Texas 78701",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=574456&afflky=369NMM,202928,1400620,MANIAC,84832.0
The Droptines,2023-12-01,Sagebrush,scheduled,"5500 S Congress Ave, Austin Texas 78745",[],https://link.dice.fm/Yd0163c36368,202928,1400620,4 More,1344.0
Sofar Sounds Dallas / Fort Worth Secret Concert,2023-12-01,Sofar Sounds Old East Dallas,scheduled,", Dallas Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51890,202928,1400620,,
Sofar Sounds Austin Secret Concert,2023-12-01,Sofar Sounds South Lamar,scheduled,", Austin Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/52991,202928,1400620,,
Sofar Sounds Houston Secret Concert,2023-12-01,Sofar Sounds Midtown,scheduled,", Houston Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/52135,202928,1400620,,
ROSEBUD: The Music of Jerry Garcia Band,2023-12-01,The Green Elephant,scheduled,"5627 Dyer Street, Dallas Texas 75206",[],https://www.facebook.com/events/1384484825516385,202928,1400620,,
Sol Y Motion,2023-12-01,Last Concert Cafe,scheduled,"1403 Nance St, Houston Texas 77002",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=576729&afflky=369NMM,202928,1400620,Do You Know What I Mean,403.0
Monster Soup,2023-12-01,White Oak Music Hall (Upstairs),scheduled,"2915 N Main St, Houston Texas 77009",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmonster-soup-with-as-we-shiver-houston-texas-12-01-2023%2Fevent%2F3A005F5FDD263B62,202928,1400620,My Black Heart,33.0
Prayers,2023-12-01,Granada Theater,scheduled,"3524 Greenville Ave, Dallas Texas 75206",[],https://www.granadatheater.com/?utm_source=jambase,202928,1400620,SD Killwave,192556.0
Cruel Summer,2023-12-01,The 13th floor,scheduled,"711 Red River Street, Austin Texas 78701",[],https://link.dice.fm/K62092c43a2b,202928,1400620,Ivy,2601.0
Jay Perez,2023-12-01,RISE Rooftop,scheduled,"2600 Travis, Houston Texas 77006",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=575090&afflky=369NMM,202928,1400620,22 Ultimate Tejano Hits 2002,10226.0
Longview Symphony Orchestra,2023-12-01,Belcher Center,scheduled,"2100 S. Mobberly Ave, Longview Texas 75602",[],https://www.belchercenter.com/?utm_source=jambase,202928,1400620,,
Kydd Jones,2023-12-01,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701",[],https://www.antonesnightclub.com/?utm_source=jambase,202928,1400620,MIA / Confessions,3509.0
El Paso Symphony Orchestra,2023-12-01,The Plaza Theatre,scheduled,"125 Pioneer Plaza, El Paso Texas 79901",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fel-paso-symphony-orchestra-katie-travis-el-paso-texas-12-01-2023%2Fevent%2F0C005F2EBB383295,202928,1400620,,
Junior H,2023-12-02,Payne Arena,scheduled,"2600 N 10th Street, Hidalgo Texas 78557",['latin'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjunior-h-sad-boyz-tour-2023-hidalgo-texas-12-02-2023%2Fevent%2F3A005ED0ED24619F,202928,1400620,Cruisin' with Junior H,1922291.0
Lauren Daigle,2023-12-02,Frost Bank Center,scheduled,"One AT&T Center Parkway, San Antonio Texas 78219",['christian'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flauren-daigle-the-kaleidoscope-tour-san-antonio-texas-12-02-2023%2Fevent%2F3A005E66BEAD37A0,202928,1400620,Look Up Child,1891685.0
Eric Nam,2023-12-02,Stubb’s Waller Creek Amphitheater,scheduled,"801 Red River Street, Austin Texas 78701","['kpop', 'pop']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Feric-nam-with-tiffany-day-austin-texas-12-02-2023%2Fevent%2F3A005EDBD5BF598F,202928,1400620,Before We Begin,1797370.0
Jon Pardi,2023-12-02,Dickies Arena,scheduled,"3464 Trail Dr, Fort Worth Texas 76107",['country-music'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjon-pardi-mr-saturday-night-world-fort-worth-texas-12-02-2023%2Fevent%2F0C005E62E2123CE7,202928,1400620,California Sunrise,2195833.0
Mora,2023-12-02,Bayou Music Center,scheduled,"520 Texas Ave, Houston Texas 77002","['hip-hop-rap', 'latin']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fmora-houston-texas-12-02-2023%2Fevent%2F3A005F12A0CE345A,202928,1400620,Microdosis,4722237.0
Maze featuring Frankie Beverly,2023-12-02,Texas Trust CU Theatre at Grand Prairie,scheduled,"1001 Performance Place, Grand Prairie Texas 75070",[],https://www.axs.com/events/495567/maze-featuring-frankie-beverly-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Anthology,59028.0
Metal Shop,2023-12-02,Scout Bar,scheduled,"18307 Egret Bay Blvd., Houston Texas 77058",['metal'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=572513&afflky=369NMM,202928,1400620,Hole Patrol,32426.0
Sofar Sounds Houston Secret Concert,2023-12-02,Sofar Sounds EaDo,scheduled,", Houston Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51677,202928,1400620,,
WATERMEDOWN,2023-12-05,The Far Out Lounge and Stage,scheduled,"8504 South Congress, Austin Texas 78745",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=576292&afflky=369NMM,202928,1400620,Somewhere Sleepless,35643.0
Wild the Coyote,2023-12-03,Empire Control Room & Garage,scheduled,"606 E. 7th Street, Austin Texas 78701",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=574114&afflky=369NMM,202928,1400620,Reaper,2603.0
Erick Willis,2023-12-03,Fort Brewery and Pizza,scheduled,"2737 Tillar Street, Fort Worth Texas 76107","['country-music', 'folk']",https://www.tixr.com/groups/afallon/events/erick-willis-at-fort-brewery-83925?utm_source=jambase&utm_campaign=jambase,202928,1400620,EP,2981.0
Blake Gardner & The Farmers,2023-12-03,Willhoites,scheduled,"432 S. Main, Grapevine Texas 76051",[],No Ticket Link,202928,1400620,,
Mark Searcy,2023-12-03,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=572361&afflky=369NMM,202928,1400620,Bullseye,850.0
Bayou City Soul,2023-12-03,Rockefeller Hall,scheduled,"3620 Washington Ave, Houston Texas 77007",[],http://www.rockefellershouston.com/?utm_source=jambase,202928,1400620,,
Prayers,2023-12-03,White Oak Music Hall (Downstairs),scheduled,"2915 N Main St, Houston Texas 77009",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fprayers-houston-texas-12-03-2023%2Fevent%2F3A005F342E1485DD,202928,1400620,SD Killwave,192556.0
WATERMEDOWN,2023-12-03,The Secret Group,scheduled,"2101 Polk St, Houston Texas 77003",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=574127&afflky=369NMM,202928,1400620,Somewhere Sleepless,35643.0
Blood Club,2023-12-03,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=571338&afflky=369NMM,202928,1400620,current lust,25619.0
Raymond Arroyo,2023-12-03,House Of Blues,scheduled,"2200 N. Lamar Street, Dallas Texas 75202",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fa-merry-bright-christmas-with-raymond-dallas-texas-12-03-2023%2Fevent%2F0C005F5BE0A74BBB,202928,1400620,"Mother Angelica: The Remarkable Story Of A Nun, Her Nerve, And A Network Of Miracles",152.0
